data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,output
7,278,E,24.97437275,1994,0,2.841633201,1,F,p,88.31856868
7,291,H,25.019948,1136,0,4.114263706,0,F,p,92.23221691
4,212,E,28.92884144,2085,0,4.923489531,2,F,p,77.75944683
3,295,B,25.90268825,1886,0,1.02444644,0,F,p,86.73686587
3,149,G,27.48986143,1656,0,6.822264294,0,F,p,64.76313958
9,220,E,23.13291962,1449,0,8.681430492,0,F,p,82.90105815
4,209,H,13.53461756,1499,0,1.145532903,0,F,p,59.52668871
5,142,D,19.29470487,1348,0,2.038979008,0,F,p,53.20421339
5,147,C,14.08961061,1311,0,4.774204786,1,F,p,52.25485433
7,119,C,26.98748157,2962,0,2.437186927,0,F,p,57.92592034
4,175,C,14.35347307,1238,0,3.548725014,1,F,p,55.86685078
9,257,B,29.10853632,2157,0,2.451384149,2,F,p,89.44906684
6,189,G,14.75911736,2515,0,7.296471302,1,F,p,64.77967693
7,194,G,20.14482584,1666,0,1.171779258,2,F,p,65.50212252
6,182,D,15.4335844,1981,0,6.792973733,2,F,p,63.4831997
9,285,C,17.1617198,1685,0,9.106277507,2,F,p,90.95182533
6,226,A,12.05854834,2957,0,4.303801565,1,F,p,66.75649507
8,116,G,17.86913878,2484,0,9.78711345,2,F,p,57.46933835
2,180,E,22.89662516,2229,0,0.208952947,2,F,p,59.21591559
8,150,G,27.81376759,2372,0,4.924183803,0,F,p,68.35657464
0,178,B,20.07249625,1356,0,8.882839516,2,F,p,62.94808614
3,227,G,21.49315583,2443,0,2.519627272,2,F,p,70.66346752
0,143,A,18.12766826,2174,0,5.006490531,0,F,p,50.32139197
9,227,C,23.03529345,2440,0,8.572591939,1,F,p,84.10435604
9,193,A,28.31976418,1326,0,6.588121384,0,F,p,80.07590915
1,194,C,22.38527634,2271,0,9.276979856,2,F,p,69.62372857
8,233,H,14.37014687,2553,0,8.502063103,1,F,p,76.43519529
7,209,B,18.96852961,2167,0,7.531247576,1,F,p,73.80292422
0,255,E,17.49670914,2821,0,6.235819305,0,F,p,73.38285753
0,225,G,11.42728025,2598,0,4.101250239,1,F,p,59.78580247
2,215,F,11.20252242,1266,0,8.747242442,0,F,p,64.22951262
7,269,E,27.7364123,1589,0,0.881109101,2,F,p,87.04388018
0,213,F,17.51512313,1633,0,9.867310742,1,F,p,68.63092156
2,166,H,29.03615019,1656,0,9.728450112,1,F,p,71.46098528
8,122,C,23.41080864,2266,0,5.051196503,0,F,p,58.92092428
1,203,H,21.00624869,2603,0,0.162966084,2,F,p,61.0685899
5,230,B,21.66801073,1415,0,5.516238777,0,F,p,76.41744843
9,218,B,16.82816747,1949,0,3.847734041,2,F,p,71.99308477
9,165,E,16.02793652,2194,0,7.493704118,2,F,p,64.31884699
8,293,B,29.28593983,1070,0,9.902482922,1,F,p,103.2598288
2,162,H,19.18773703,2352,0,9.390113081,1,F,p,61.45907641
2,299,C,11.32252578,1943,0,7.577589657,2,F,p,79.96786286
1,279,F,23.93155143,2552,0,5.846350412,2,F,p,84.5847467
7,124,A,14.30318099,1112,0,5.691272156,0,F,p,50.76413505
7,125,D,26.77303819,1607,0,8.606836469,0,F,p,65.10257084
2,233,B,17.81367471,1664,0,5.575240096,1,F,p,70.60754734
0,108,B,26.17963394,1538,0,8.076966389,0,F,p,53.63863694
3,247,F,24.78624033,1233,0,7.047660229,0,F,p,82.15527653
1,221,F,23.67530503,1945,0,1.487247997,2,F,p,68.39502252
4,266,G,28.58471276,1282,0,8.291489694,2,F,p,91.61773118
3,100,G,10.2866615,1761,0,0.549646449,1,F,p,33.2076418
0,216,H,24.73252364,1759,0,0.144643347,0,F,p,66.00391462
0,212,G,27.01168499,2607,0,1.994503935,0,F,p,69.10502042
8,111,B,15.90327604,1242,0,5.530301284,2,F,p,50.44324972
3,100,D,16.44417644,2183,0,7.480148791,2,F,p,45.67990759
0,191,G,26.56197557,2333,0,4.424955744,1,F,p,66.93073376
0,221,A,14.80636903,2254,0,8.820503958,2,F,p,66.74623608
0,126,C,11.28164823,2416,0,3.73737385,0,F,p,39.49085726
6,208,F,20.12312454,1120,0,2.510432101,0,F,p,68.62124419
6,193,D,23.85625027,2602,0,1.586460464,0,F,p,68.05708571
2,168,A,25.51782755,1752,0,8.833214669,2,F,p,67.79925946
2,193,D,27.18342705,1888,0,9.967959046,0,F,p,75.43304339
1,269,H,12.97321067,2811,0,9.799270248,0,F,p,76.67515985
5,282,G,12.67710363,1976,0,0.049865034,2,F,p,73.2592583
5,175,C,16.63748614,1437,0,7.774533391,2,F,p,63.14827092
2,152,F,25.11255053,1281,0,0.307593064,1,F,p,55.70888854
5,280,D,24.91843627,2229,0,7.381917664,1,F,p,91.2085103
2,143,E,14.60181555,2627,0,5.531766716,2,F,p,49.67340071
4,232,G,18.17273008,2682,0,3.846226566,1,F,p,71.00168364
2,142,G,29.25809204,1384,0,4.181162346,2,F,p,61.31344518
9,177,B,21.04278593,2848,0,7.218492293,0,F,p,70.95699963
7,170,F,21.53491714,1575,0,7.816606704,1,F,p,68.59803213
0,288,C,10.4445071,1190,0,9.075986211,0,F,p,76.4760426
2,161,H,29.59766293,1313,0,6.086285301,1,F,p,67.32418194
3,249,D,28.85631712,1504,0,7.805809453,2,F,p,86.97649486
0,192,B,18.17226699,2790,0,9.40428831,0,F,p,64.5593286
4,198,E,28.22549081,2255,0,5.420944767,1,F,p,74.82388649
8,297,C,10.59997819,1197,0,0.636402957,2,F,p,77.97638333
5,267,C,26.96061631,2133,0,8.156108245,2,F,p,91.22066292
7,246,D,19.741887,1771,0,3.058659775,0,F,p,77.42635807
8,115,H,17.12761951,1875,0,2.988972033,1,F,p,49.80382959
1,123,B,14.14947123,2335,0,4.437588991,2,F,p,43.1721131
7,273,C,23.54963317,2198,0,0.841545839,1,F,p,84.03621569
3,170,H,10.53227285,2359,0,9.558905746,2,F,p,56.43795131
0,202,A,23.056201,1192,0,0.197574171,0,F,p,61.74815507
4,232,B,27.76305496,1007,0,0.18465364,2,F,p,75.9714031
9,223,B,28.48654222,1322,0,4.442333836,0,F,p,84.08022184
0,100,H,19.94188947,2637,0,4.521968456,0,F,p,42.86966898
8,205,D,16.71296796,2354,0,3.00904648,2,F,p,67.45071765
9,210,E,10.85773811,1554,0,6.702941851,0,F,p,67.87490615
5,173,H,19.57585793,1369,0,6.842315551,2,F,p,64.46058769
9,279,C,18.15830555,2618,0,8.915646008,1,F,p,90.45812101
1,154,A,28.08830955,1734,0,5.873843351,2,F,p,63.35332195
2,143,E,17.40757899,2385,0,6.671766841,2,F,p,53.33858793
3,294,H,13.24999906,1267,0,3.128092042,2,F,p,77.25309119
0,111,B,26.9446523,2806,0,0.929699172,1,F,p,47.77988624
2,183,B,12.39556164,1947,0,5.739860528,2,F,p,55.89586601
4,253,D,22.49061641,2713,0,4.223646965,2,F,p,79.46520173
3,178,D,19.49302921,1466,0,7.606214594,2,F,p,64.14994088
4,148,C,14.24870326,2763,0,3.992695384,0,F,p,50.81652831
9,214,E,27.58232209,2627,0,7.481050381,1,F,p,84.50514026
8,106,F,23.70117288,2379,0,1.164424315,2,F,p,52.0954799
9,142,E,23.42896777,1679,0,1.778749612,2,F,p,60.66482061
4,184,A,26.0731126,1101,0,1.361051696,0,F,p,66.02685303
6,242,H,21.10175821,2372,0,9.376210219,1,F,p,83.16779261
2,207,F,29.18417558,2938,0,3.541688032,1,F,p,73.60744605
7,285,E,20.32859622,1506,0,1.919702066,0,F,p,84.61543867
7,194,E,22.30134228,1448,0,5.574120891,1,F,p,71.84532895
9,196,D,25.85277492,2686,0,2.090706395,0,F,p,73.95820382
9,269,C,27.77083295,1769,0,7.031482473,0,F,p,95.22523213
4,194,D,14.93500731,2673,0,8.348616737,2,F,p,64.99012331
5,192,E,20.50840869,2347,0,5.832921747,0,F,p,68.09048957
6,292,B,16.48671972,2528,0,2.488265098,0,F,p,82.12631285
2,185,B,10.64886749,2136,0,7.842657539,0,F,p,56.82663828
2,119,E,28.52439886,1457,0,5.211399695,1,F,p,57.08335867
6,131,B,13.54006512,1615,0,5.160362342,2,F,p,49.94642095
5,192,E,16.95141087,1268,0,9.085222034,0,F,p,68.14149182
5,297,H,15.72270929,2610,0,7.405096199,1,F,p,86.35553456
0,193,A,11.37220791,2011,0,0.90666961,1,F,p,50.14165673
4,231,C,14.12831533,1381,0,4.574211915,1,F,p,67.88969571
4,209,D,23.91967078,1185,0,1.606864293,0,F,p,69.33456799
2,131,H,28.95184385,1083,0,7.864162842,0,F,p,62.52082231
0,185,D,11.7495867,2691,0,1.274624017,0,F,p,49.24925205
4,226,B,18.68081396,1574,0,5.481345486,1,F,p,71.89407805
9,188,A,28.47054913,2983,0,7.405752408,1,F,p,80.02924663
4,275,E,29.88732497,1011,0,0.340660748,2,F,p,86.63925322
4,168,C,25.38107421,1392,0,8.665031487,1,F,p,69.50799827
2,134,E,19.70101164,1846,0,5.859702241,1,F,p,52.79061272
5,133,F,18.01600282,2033,0,3.763661733,1,F,p,51.97806427
3,242,F,11.7894257,2709,0,1.94874914,2,F,p,64.35923227
9,177,D,23.45673302,1434,0,3.359493333,0,F,p,69.27055305
1,200,A,28.05589805,1660,0,2.681970871,2,F,p,69.33227911
5,157,H,15.86299489,1203,0,5.079578573,2,F,p,56.15627398
3,274,G,11.81796893,2592,0,3.272761059,0,F,p,72.10893309
7,170,B,11.47216673,1892,0,1.362052476,1,F,p,53.08700254
7,192,C,23.54469042,2419,0,7.763163766,2,F,p,74.75338515
5,190,C,16.89209622,1425,0,1.238358911,0,F,p,59.84124551
2,169,F,11.03169884,2658,0,7.527438399,2,F,p,53.65596736
6,122,H,21.63152707,1522,0,9.209980229,1,F,p,59.47835459
4,165,E,25.08467171,2800,0,5.960725128,2,F,p,65.93692967
7,265,H,18.33857882,1963,0,7.173204678,2,F,p,84.07792562
0,134,B,10.93387383,1514,0,6.065246841,2,F,p,43.10573329
7,266,B,17.59140207,1928,0,6.078167345,0,F,p,82.51042921
6,293,H,19.54169663,2649,0,3.1807197,2,F,p,85.76824666
0,114,G,26.46238927,1838,0,2.372442865,2,F,p,49.38859321
6,115,E,18.65315294,1537,0,3.795683817,0,F,p,49.98352147
5,105,F,16.6818396,2166,0,0.79894884,2,F,p,42.21260448
6,140,G,25.98745934,1667,0,0.38047057,1,F,p,58.16918397
2,267,D,10.84996261,1110,0,2.15470858,1,F,p,67.71967493
1,123,C,19.61925372,2501,0,9.589647796,0,F,p,53.24697614
7,133,D,16.35041305,1381,0,4.602086323,2,F,p,53.31745807
3,244,A,14.48029777,2324,0,7.061278375,1,F,p,72.29354637
4,110,H,22.4246586,2327,0,2.363042756,2,F,p,48.94523549
7,223,D,27.2612691,1956,0,5.809789409,0,F,p,82.3449316
2,148,E,17.03022476,1226,0,9.811463863,0,F,p,57.13866615
9,230,D,24.46046618,1113,0,2.897497277,1,F,p,80.31191684
7,162,D,26.62006426,2629,0,3.164377143,0,F,p,66.92243498
3,165,A,17.25688895,2847,0,5.128971104,2,F,p,57.06017116
5,106,H,21.11143531,1367,0,6.224062793,1,F,p,51.82435457
2,204,B,12.78491437,2016,0,6.054559884,2,F,p,60.76098282
8,250,D,27.25669873,2920,0,2.830789834,0,F,p,85.76181869
0,210,G,16.54839558,2898,0,4.388220311,1,F,p,61.68177634
1,120,B,27.00922061,2471,0,9.971912846,0,F,p,59.6802114
3,260,B,24.5373648,1407,0,2.830756721,1,F,p,80.31438504
8,208,B,11.99014089,2860,0,4.930554339,2,F,p,65.72168114
8,116,A,14.26347633,1733,0,8.155332593,1,F,p,52.59246129
9,289,C,15.93183086,1263,0,4.73417589,2,F,p,86.27282366
7,212,B,20.43134883,2529,0,2.206604644,2,F,p,70.39481859
7,213,G,15.25401732,1431,0,3.003923848,0,F,p,66.73253943
5,101,H,22.69595231,1560,0,4.46813139,0,F,p,50.49448847
8,186,C,23.32256429,1890,0,6.767035782,1,F,p,73.35734365
5,106,F,10.78663249,1475,0,0.730472862,1,F,p,37.03844211
6,228,E,26.17615571,1634,0,1.086510194,1,F,p,76.64505033
5,132,F,21.82501038,2856,0,9.000621261,0,F,p,60.4431306
7,190,A,13.79092393,1485,0,3.348229329,0,F,p,61.16006087
3,287,C,18.43952998,1261,0,1.1636044,1,F,p,78.55918138
5,130,H,12.52833136,2545,0,2.267375861,1,F,p,44.94287408
9,180,C,17.50356315,2875,0,3.424399369,1,F,p,64.5776062
1,226,F,25.65995755,1082,0,5.292098588,1,F,p,74.98606038
7,290,H,13.04232502,1233,0,5.432466045,1,F,p,82.57055856
9,214,H,22.57202968,2752,0,7.158611687,0,F,p,79.6734384
6,218,H,13.3207952,2673,0,8.43522089,1,F,p,70.42393657
6,254,G,16.45342459,1205,0,2.376138819,0,F,p,74.38422095
6,255,D,15.25210025,2271,0,1.066928532,1,F,p,72.19381876
6,113,B,24.06360597,2326,0,5.432849915,0,F,p,56.09009529
8,164,H,20.52958587,2614,0,4.21345826,1,F,p,63.89008554
3,108,E,18.58881996,2622,0,2.880354335,2,F,p,44.6102923
8,126,B,26.74293621,1470,0,4.706711205,2,F,p,62.37535379
7,156,E,24.49547171,2948,0,6.408878287,2,F,p,67.05480283
1,244,E,15.54756973,2438,0,8.002779548,1,F,p,72.19559231
7,289,F,24.30763631,1297,0,7.386419359,1,F,p,94.46329204
5,229,D,25.5148912,1170,0,7.094393906,1,F,p,81.25779599
8,192,B,19.26937959,2828,0,0.278349676,0,F,p,64.42079131
5,296,A,19.26147825,2795,0,3.803260731,0,F,p,85.73859116
0,143,E,27.09204205,2759,0,1.194219447,2,F,p,54.57705729
8,168,B,17.13971009,1399,0,5.762621248,1,F,p,63.18836033
8,138,F,23.81275144,1118,0,7.827472061,1,F,p,65.25894836
2,234,A,23.81572476,2203,0,9.933770686,1,F,p,80.56792297
1,146,E,23.04615963,2686,0,9.201026362,2,F,p,60.54257003
8,133,B,25.26046932,2304,0,5.670827626,1,F,p,63.40525002
4,110,H,29.98504198,1530,0,2.643291815,0,F,p,56.0298296
5,216,C,29.75772672,1352,0,7.788216787,1,F,p,83.17017083
2,214,E,28.0146188,1298,0,9.880655347,0,F,p,80.29381227
1,177,G,23.63405589,2115,0,4.905251803,0,F,p,62.97590211
3,228,F,29.85207699,2873,0,8.263243483,2,F,p,84.13011277
1,240,B,24.34793306,2413,0,0.710447351,1,F,p,72.02358711
7,272,E,22.11723046,2703,0,6.526335219,2,F,p,88.23184263
9,129,C,18.81579481,2963,0,3.037946337,1,F,p,55.17216167
6,262,D,12.52113137,2014,0,6.748268831,0,F,p,76.81728706
5,188,C,14.35271961,2945,0,0.396490545,2,F,p,56.31393819
8,134,E,13.54917719,2393,0,6.912568437,2,F,p,54.30682791
6,282,C,22.5632074,1028,0,8.869922216,2,F,p,91.97680888
9,114,F,15.56054511,2418,0,3.927265107,0,F,p,50.13175571
6,225,D,24.90451766,1317,0,5.836867186,2,F,p,79.65093308
5,208,F,25.86448538,2728,0,9.846219334,2,F,p,80.12425618
7,109,F,19.31917278,1624,0,7.224023199,2,F,p,53.8112787
4,271,D,22.10099619,2989,0,1.939469947,2,F,p,80.43036652
2,156,C,20.43133926,1538,0,8.592765092,1,F,p,60.58097042
5,209,E,22.64307114,1039,0,8.699318012,1,F,p,76.27808203
4,297,A,16.05979906,1326,0,8.297967279,1,F,p,86.55178643
7,257,G,19.20629227,2872,0,0.889403273,2,F,p,76.97506631
7,225,D,19.94584882,2565,0,8.595626841,2,F,p,78.94689078
4,253,F,24.17159613,2968,0,8.796810174,1,F,p,85.55124669
4,228,B,15.91568935,2485,0,7.023879585,2,F,p,71.348
7,111,C,27.75139506,2578,0,1.383219917,1,F,p,55.95947548
4,191,G,15.59925551,2757,0,1.586781534,1,F,p,58.22611149
4,185,H,14.93461698,1881,0,1.079051577,0,F,p,55.92020686
9,117,D,20.05479494,1621,0,2.537632658,2,F,p,53.3869481
1,214,F,22.66459833,2756,0,7.044071879,1,F,p,71.64221038
1,240,B,16.61085803,1686,0,0.952210944,1,F,p,65.30198317
8,213,D,27.44693191,2957,0,9.223451958,2,F,p,84.92569067
0,139,E,13.55285085,2920,0,1.813874007,0,F,p,42.21143977
3,232,C,29.03211512,1506,0,0.905625715,0,F,p,76.83452933
7,182,H,24.3152604,2856,0,4.190015079,0,F,p,69.87374944
4,126,E,10.89804081,1792,0,3.855235555,0,F,p,43.26347228
7,227,A,23.21546068,1663,0,3.323506668,0,F,p,77.01742128
3,110,G,28.09162549,1002,0,8.308983163,1,F,p,58.99144611
0,282,D,11.4430177,2885,0,4.805642111,2,F,p,71.90435804
7,280,H,15.67102759,2022,0,4.270867587,1,F,p,81.77479242
2,189,C,18.0036791,1024,0,3.959729112,1,F,p,60.3630403
0,189,C,25.11611588,1541,0,1.997845683,1,F,p,62.80234998
9,258,H,28.54901053,2486,0,0.295744165,0,F,p,86.98985364
9,102,G,26.9913953,2743,0,4.267583231,0,F,p,58.359839
1,265,D,14.71961726,2964,0,5.311095143,2,F,p,72.95875067
6,115,A,13.1372548,2056,0,8.105601804,2,F,p,49.32913113
0,108,E,13.01016775,1796,0,8.491592587,2,F,p,42.20074356
4,107,C,22.11131195,2826,0,8.838624538,0,F,p,54.53880529
2,109,A,23.44664749,1708,0,2.092158423,1,F,p,47.39414117
9,181,E,23.95530656,2068,0,2.976423891,1,F,p,70.13619979
8,171,B,16.73252321,1362,0,8.143872944,2,F,p,65.80314383
9,158,A,16.27289708,2552,0,8.551698973,1,F,p,64.19730635
5,296,C,10.87964127,1517,0,6.486089045,0,F,p,80.87776619
2,231,C,26.67508945,2777,0,5.251116046,1,F,p,77.85869655
4,241,C,20.05912268,2350,0,9.451630495,0,F,p,80.10484091
4,238,E,14.79506593,2080,0,7.894346426,0,F,p,73.20990576
4,141,F,26.21567009,1329,0,3.881187219,1,F,p,60.0752903
5,224,G,23.62655539,2841,0,6.295954903,1,F,p,77.75985475
6,284,C,25.21925251,2904,0,2.546690229,1,F,p,88.44401749
3,175,G,29.12225913,1620,0,9.37426791,1,F,p,73.98430113
5,196,E,12.48139941,1512,0,8.012579444,0,F,p,63.84583891
7,126,F,14.53409928,1567,0,4.698130875,1,F,p,50.37882022
7,249,B,12.73996468,1595,0,1.837456938,2,F,p,70.50342515
7,137,A,16.67608716,1458,0,7.490996778,0,F,p,57.29947522
5,289,F,28.83609026,1406,0,2.235393807,1,F,p,91.38787504
2,127,B,26.22429594,2064,0,9.658430468,0,F,p,61.06029682
4,159,G,29.41892856,2946,0,9.633504245,1,F,p,72.31053994
4,287,A,10.08368704,2481,0,4.872998679,0,F,p,75.74831702
8,244,B,24.11498175,2457,0,2.728559867,1,F,p,81.63204344
8,251,B,16.55261767,2518,0,8.919437329,1,F,p,82.41679323
7,193,F,29.56182413,1780,0,2.386076864,1,F,p,74.99171858
8,184,E,12.66524013,1625,0,7.742627517,1,F,p,64.34134363
3,270,G,20.19489087,2551,0,7.894900144,1,F,p,83.47030193
8,298,G,13.12911228,1130,0,1.559178493,1,F,p,81.37537955
8,101,H,19.92688617,2073,0,8.510546733,2,F,p,55.04474429
2,179,D,10.81210454,2687,0,1.841851542,0,F,p,49.77274563
2,164,E,29.01764492,2670,0,9.348797248,0,F,p,70.66467767
6,255,F,19.47924207,2953,0,6.774978865,2,F,p,81.70629673
9,246,B,15.64890199,2575,0,8.464934999,0,F,p,81.14894679
1,112,F,13.12817671,1394,0,8.080808886,0,F,p,43.69616793
3,184,H,20.29076643,1731,0,6.988147203,1,F,p,65.44983699
0,194,A,23.29744243,2607,0,5.052403674,0,F,p,65.22010187
6,239,H,17.24262231,1827,0,6.685418941,0,F,p,76.40377902
3,150,F,22.00851257,2635,0,6.228222344,1,F,p,59.43588366
8,278,H,19.74621989,2455,0,2.883338752,1,F,p,84.65493666
7,262,G,28.77637308,1094,0,8.372187125,1,F,p,94.0709229
8,117,D,20.6637042,1268,0,9.475678944,0,F,p,59.87301272
2,149,F,21.7882365,1932,0,2.0438774,1,F,p,53.85329025
9,143,D,19.7599024,1027,0,8.292750175,0,F,p,64.07666233
4,222,H,15.89148358,2812,0,0.028267943,2,F,p,63.13060316
1,289,C,17.73485795,1551,0,2.913929787,1,F,p,78.07530194
6,203,A,12.47174149,1796,0,7.822405761,2,F,p,66.04697311
2,155,C,19.40926447,2695,0,0.757245018,1,F,p,51.62558304
5,261,A,20.49003162,1107,0,9.362967886,2,F,p,85.40399634
3,159,G,26.6009735,1027,0,4.980722284,2,F,p,64.12159843
6,176,H,24.81648982,1001,0,8.619539467,1,F,p,72.5543803
8,165,B,23.84348397,1668,0,8.79266508,1,F,p,71.65180066
8,126,B,11.20684977,1603,0,8.009582454,1,F,p,51.69574725
0,102,D,17.00827242,2082,0,9.288250855,1,F,p,45.39569603
0,136,A,16.12981482,1960,0,0.66685987,1,F,p,42.78369321
2,201,E,19.82750252,1285,0,8.81504333,0,F,p,69.2597956
3,125,F,11.90986047,2639,0,7.785194101,0,F,p,46.90406853
4,264,C,13.15499375,2800,0,9.024187219,1,F,p,78.06368159
7,295,E,15.53488447,1880,0,9.093544205,1,F,p,89.47494023
8,243,H,26.61254795,1328,0,7.340451936,2,F,p,88.29174509
6,106,D,24.81276142,1627,0,6.192771061,0,F,p,56.12425634
1,212,E,22.6313217,1468,0,4.708714666,2,F,p,68.8769042
3,118,H,12.20885582,1348,0,0.481674138,0,F,p,38.46964437
1,211,H,26.02788445,1202,0,9.461364794,0,F,p,76.4864608
2,225,D,16.61284296,1653,0,8.119731338,0,F,p,70.47129
6,109,E,26.18117541,1920,0,1.278551848,2,F,p,53.04160972
4,286,C,22.87762316,2825,0,7.891842177,1,F,p,90.08170302
5,263,E,13.49674057,2709,0,4.223434162,2,F,p,74.37050068
3,110,A,14.37874815,2033,0,6.523866126,0,F,p,44.86473946
4,184,G,28.43757191,2530,0,8.291985423,1,F,p,75.08580014
8,191,C,17.20905577,1509,0,3.449828944,2,F,p,65.53797914
6,100,E,11.5427074,2200,0,1.346209296,2,F,p,38.13464596
0,228,F,18.36907871,1414,0,8.833746797,2,F,p,71.36591764
3,138,F,23.78092952,2181,0,0.555538878,1,F,p,52.95837544
1,297,G,15.2813325,1896,0,5.336715449,0,F,p,79.8899147
8,136,C,20.18980289,2374,0,8.944651973,0,F,p,62.71547458
5,209,C,20.43998293,2818,0,6.606765651,2,F,p,72.20275029
3,205,C,24.57640758,2248,0,4.485369768,2,F,p,71.00413659
1,198,H,18.9378826,1551,0,9.86128139,2,F,p,67.90537573
9,174,F,20.71814251,2727,0,7.895082113,2,F,p,70.74141038
2,142,E,19.42370905,1673,0,2.398721347,1,F,p,50.68005949
4,277,G,11.44300923,2993,0,3.352968878,0,F,p,73.45167718
1,239,A,19.15660013,1178,0,6.112577659,0,F,p,72.55351778
1,286,D,14.85327215,2045,0,0.176496432,2,F,p,72.14444137
9,249,C,23.29788742,2583,0,2.355087419,2,F,p,82.5231861
0,117,D,15.28245423,2939,0,8.74926455,1,F,p,46.30347336
3,211,A,12.91366484,2924,0,5.054352793,0,F,p,62.27665115
1,299,A,21.15835932,2725,0,4.033857257,2,F,p,84.27638064
9,135,G,21.0151209,1385,0,4.275630574,0,F,p,59.58923938
7,259,G,10.22867903,2165,0,6.808419709,0,F,p,75.21423084
5,237,H,12.13437046,2158,0,6.596268152,2,F,p,70.31720156
4,287,F,10.58956839,2725,0,0.584406748,0,F,p,71.9150183
9,193,H,24.97110569,2127,0,3.321722363,1,F,p,73.79571749
3,102,B,17.99190827,2857,0,2.714212122,0,F,p,42.70692957
7,120,B,26.04429245,2969,0,2.716295919,1,F,p,57.55615913
8,278,H,16.12277241,1673,0,9.430836062,0,F,p,87.94133123
1,139,A,19.50837903,2899,0,9.686313477,2,F,p,56.4438546
0,121,H,15.33450461,2307,0,6.82638814,2,F,p,45.22744229
9,220,D,27.80621828,2767,0,6.905864643,2,F,p,85.3314611
2,168,H,27.44463677,2536,0,7.473210928,2,F,p,68.17338402
1,250,F,19.51527293,2204,0,2.327612165,1,F,p,71.2913578
6,192,F,26.34639271,2548,0,4.456731856,1,F,p,72.96848529
8,215,D,15.18347033,2473,0,0.955973694,0,F,p,66.02109699
9,257,E,26.59624832,1059,0,8.379680689,0,F,p,93.11630417
7,179,E,17.72570756,2647,0,4.771048788,0,F,p,63.9241856
7,164,C,19.44451444,2405,0,4.123019282,0,F,p,61.82308228
4,135,G,12.91004746,1691,0,3.698668176,0,F,p,46.71771089
3,185,A,28.39550387,1451,0,5.503824578,2,F,p,71.45977806
7,138,C,28.68775663,2176,0,0.632642586,1,F,p,61.45162355
5,109,A,11.472857,1170,0,4.880365291,1,F,p,42.40593659
6,253,H,15.28021634,1488,0,3.285520887,1,F,p,74.03771559
5,249,H,11.79352715,2371,0,0.497930684,2,F,p,66.31210512
4,227,G,25.04991594,1685,0,4.328904733,0,F,p,76.67382908
0,203,G,23.02912676,2576,0,8.813425948,2,F,p,70.53964003
4,277,G,11.49277414,1056,0,7.508097179,0,F,p,77.6515939
6,299,A,23.79055781,1497,0,2.202440644,1,F,p,89.81394268
8,184,F,24.91932174,1369,0,9.509841674,2,F,p,77.13723124
2,237,G,13.49517827,2562,0,9.791104382,1,F,p,71.73676483
5,293,E,14.79007556,2082,0,1.785435659,1,F,p,79.09650367
1,154,H,16.37479304,1253,0,1.741995076,0,F,p,48.67930881
9,148,E,19.61553238,1427,0,6.23673371,0,F,p,62.89071285
7,185,C,22.04223093,2610,0,4.610695039,0,F,p,68.84870288
6,100,C,29.97266419,2798,0,1.471397594,0,F,p,54.84679537
8,183,B,26.64321603,2982,0,0.115035479,1,F,p,69.09392991
8,121,B,25.26631118,2246,0,1.210684052,0,F,p,56.55036411
1,257,C,14.1531007,1705,0,8.760508725,1,F,p,74.29829935
3,195,E,22.98003895,1593,0,9.83562047,2,F,p,72.91765553
5,141,C,21.59818479,2454,0,6.943431724,0,F,p,59.98179804
0,294,D,22.17944736,1528,0,2.730150855,1,F,p,81.89165348
6,150,G,20.25292998,2594,0,8.053337262,0,F,p,62.68097425
2,218,G,27.41689575,1540,0,5.970191683,2,F,p,76.64539785
3,243,F,24.09652533,2953,0,7.647640384,0,F,p,81.33451318
0,208,D,28.87813619,2727,0,6.207791813,0,F,p,74.19811439
2,134,E,14.78368798,1958,0,9.307646561,1,F,p,51.81296574
8,222,H,16.6708757,1385,0,8.152337158,0,F,p,75.95612529
7,248,C,20.83665989,1026,0,5.339796033,2,F,p,81.09278993
4,116,G,12.79463241,1060,0,2.872317445,2,F,p,41.98748662
0,181,G,18.98488479,1052,0,2.889500385,1,F,p,56.57589669
3,111,C,15.1785204,1094,0,9.670124858,0,F,p,48.93079321
9,231,H,27.83634647,1183,0,8.47963886,0,F,p,89.13235069
0,124,H,23.49359111,2399,0,6.165841225,1,F,p,52.51007322
3,185,F,23.51394209,1842,0,4.631981306,0,F,p,66.19452919
7,189,B,13.60471392,2794,0,3.502047902,1,F,p,60.94629043
6,162,H,28.71316236,1941,0,1.670526987,0,F,p,66.31237311
2,155,F,21.26565383,1873,0,0.781535476,0,F,p,53.32062392
6,200,G,16.44806386,2958,0,7.600958024,2,F,p,68.8042155
0,251,H,10.54764848,1430,0,0.936298117,2,F,p,61.02918175
4,168,E,17.23207956,2187,0,1.637942226,1,F,p,55.14681383
5,198,A,13.64176095,2090,0,4.131458488,1,F,p,61.40904335
6,158,E,11.21388177,2175,0,0.822140285,0,F,p,48.91463388
0,253,E,27.24579542,1274,0,4.535491512,1,F,p,80.05670739
2,143,G,29.78723405,2884,0,8.249398868,2,F,p,66.05790951
7,263,F,24.22604525,1003,0,8.924307988,0,F,p,90.72774871
0,146,B,20.11825905,2745,0,7.626907072,0,F,p,55.33334022
8,288,D,22.11162106,2823,0,0.496768323,1,F,p,86.39722727
